Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RL","Land Use","80","Bosnia and Herzegovina","5110","Area","6610","Agricultural land","2018","2018","1000 ha","2211","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","20","Botswana","5110","Area","6610","Agricultural land","2018","2018","1000 ha","25861.6","Fm","Manual Estimation"
"RL","Land Use","21","Brazil","5110","Area","6610","Agricultural land","2018","2018","1000 ha","236878.801","Fm","Manual Estimation"
"RL","Land Use","239","British Virgin Islands","5110","Area","6610","Agricultural land","2018","2018","1000 ha","7","Fm","Manual Estimation"
"RL","Land Use","26","Brunei Darussalam","5110","Area","6610","Agricultural land","2018","2018","1000 ha","14.4","Fm","Manual Estimation"
"RL","Land Use","27","Bulgaria","5110","Area","6610","Agricultural land","2018","2018","1000 ha","5030","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","233","Burkina Faso","5110","Area","6610","Agricultural land","2018","2018","1000 ha","12100","Fm","Manual Estimation"
"RL","Land Use","29","Burundi","5110","Area","6610","Agricultural land","2018","2018","1000 ha","2033","Fm","Manual Estimation"
"RL","Land Use","35","Cabo Verde","5110","Area","6610","Agricultural land","2018","2018","1000 ha","79","Fm","Manual Estimation"
"RL","Land Use","115","Cambodia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","5566","Fm","Manual Estimation"
"RL","Land Use","32","Cameroon","5110","Area","6610","Agricultural land","2018","2018","1000 ha","9750","Fm","Manual Estimation"
"RL","Land Use","33","Canada","5110","Area","6610","Agricultural land","2018","2018","1000 ha","58199","Fm","Manual Estimation"
"RL","Land Use","36","Cayman Islands","5110","Area","6610","Agricultural land","2018","2018","1000 ha","2.7","Fm","Manual Estimation"
"RL","Land Use","37","Central African Republic","5110","Area","6610","Agricultural land","2018","2018","1000 ha","5080","Fm","Manual Estimation"
"RL","Land Use","39","Chad","5110","Area","6610","Agricultural land","2018","2018","1000 ha","50238","Fm","Manual Estimation"
"RL","Land Use","259","Channel Islands","5110","Area","6610","Agricultural land","2018","2018","1000 ha","9.22","Fm","Manual Estimation"
"RL","Land Use","40","Chile","5110","Area","6610","Agricultural land","2018","2018","1000 ha","15693","Fm","Manual Estimation"
"RL","Land Use","351","China","5110","Area","6610","Agricultural land","2018","2018","1000 ha","528528.7","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RL","Land Use","96","China, Hong Kong SAR","5110","Area","6610","Agricultural land","2018","2018","1000 ha","5","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","41","China, mainland","5110","Area","6610","Agricultural land","2018","2018","1000 ha","527733","Fm","Manual Estimation"
"RL","Land Use","214","China, Taiwan Province of","5110","Area","6610","Agricultural land","2018","2018","1000 ha","790.7","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","44","Colombia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","49492","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","45","Comoros","5110","Area","6610","Agricultural land","2018","2018","1000 ha","131","Fm","Manual Estimation"
"RL","Land Use","46","Congo","5110","Area","6610","Agricultural land","2018","2018","1000 ha","10628","Fm","Manual Estimation"
"RL","Land Use","47","Cook Islands","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1.5","Fm","Manual Estimation"
"RL","Land Use","48","Costa Rica","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1782.5","Fm","Manual Estimation"
"RL","Land Use","107","Côte d'Ivoire","5110","Area","6610","Agricultural land","2018","2018","1000 ha","21200","Fm","Manual Estimation"
"RL","Land Use","98","Croatia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1484","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","49","Cuba","5110","Area","6610","Agricultural land","2018","2018","1000 ha","6300","Fm","Manual Estimation"
"RL","Land Use","50","Cyprus","5110","Area","6610","Agricultural land","2018","2018","1000 ha","130.947","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","167","Czechia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","3523","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","116","Democratic People's Republic of Korea","5110","Area","6610","Agricultural land","2018","2018","1000 ha","2630","Fm","Manual Estimation"
"RL","Land Use","250","Democratic Republic of the Congo","5110","Area","6610","Agricultural land","2018","2018","1000 ha","31500","Fm","Manual Estimation"
"RL","Land Use","54","Denmark","5110","Area","6610","Agricultural land","2018","2018","1000 ha","2632","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","72","Djibouti","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1702","Fm","Manual Estimation"
"RL","Land Use","55","Dominica","5110","Area","6610","Agricultural land","2018","2018","1000 ha","25","Fm","Manual Estimation"
"RL","Land Use","56","Dominican Republic","5110","Area","6610","Agricultural land","2018","2018","1000 ha","2429","Fm","Manual Estimation"
"RL","Land Use","58","Ecuador","5110","Area","6610","Agricultural land","2018","2018","1000 ha","5448","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","59","Egypt","5110","Area","6610","Agricultural land","2018","2018","1000 ha","3835.9688","Fm","Manual Estimation"
"RL","Land Use","60","El Salvador","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1479.12","Fc","Calculated data"
"RL","Land Use","61","Equatorial Guinea","5110","Area","6610","Agricultural land","2018","2018","1000 ha","284","Fm","Manual Estimation"
"RL","Land Use","178","Eritrea","5110","Area","6610","Agricultural land","2018","2018","1000 ha","7592","Fm","Manual Estimation"
"RL","Land Use","63","Estonia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1004","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","209","Eswatini","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1222","Fm","Manual Estimation"
"RL","Land Use","238","Ethiopia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","37903","Fm","Manual Estimation"
"RL","Land Use","65","Falkland Islands (Malvinas)","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1141.6","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","64","Faroe Islands","5110","Area","6610","Agricultural land","2018","2018","1000 ha","3","Fm","Manual Estimation"
"RL","Land Use","66","Fiji","5110","Area","6610","Agricultural land","2018","2018","1000 ha","425","Fm","Manual Estimation"
"RL","Land Use","67","Finland","5110","Area","6610","Agricultural land","2018","2018","1000 ha","2272","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","68","France","5110","Area","6610","Agricultural land","2018","2018","1000 ha","28660.1","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","69","French Guyana","5110","Area","6610","Agricultural land","2018","2018","1000 ha","32.52","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","70","French Polynesia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","45.5","Fm","Manual Estimation"
"RL","Land Use","74","Gabon","5110","Area","6610","Agricultural land","2018","2018","1000 ha","2212.64","Fc","Calculated data"
"RL","Land Use","75","Gambia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","605","Fm","Manual Estimation"
"RL","Land Use","73","Georgia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","2371.8","Fm","Manual Estimation"
"RL","Land Use","79","Germany","5110","Area","6610","Agricultural land","2018","2018","1000 ha","16645","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","81","Ghana","5110","Area","6610","Agricultural land","2018","2018","1000 ha","14782.74","Fc","Calculated data"
"RL","Land Use","84","Greece","5110","Area","6610","Agricultural land","2018","2018","1000 ha","6103.6","Fm","Manual Estimation"
"RL","Land Use","85","Greenland","5110","Area","6610","Agricultural land","2018","2018","1000 ha","243.11","Fm","Manual Estimation"
"RL","Land Use","86","Grenada","5110","Area","6610","Agricultural land","2018","2018","1000 ha","8","Fm","Manual Estimation"
"RL","Land Use","87","Guadeloupe","5110","Area","6610","Agricultural land","2018","2018","1000 ha","51.58","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","88","Guam","5110","Area","6610","Agricultural land","2018","2018","1000 ha","18","Fm","Manual Estimation"
"RL","Land Use","89","Guatemala","5110","Area","6610","Agricultural land","2018","2018","1000 ha","3856","Fm","Manual Estimation"
"RL","Land Use","90","Guinea","5110","Area","6610","Agricultural land","2018","2018","1000 ha","14500","Fm","Manual Estimation"
"RL","Land Use","175","Guinea-Bissau","5110","Area","6610","Agricultural land","2018","2018","1000 ha","815.11","Fc","Calculated data"
"RL","Land Use","91","Guyana","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1251.25","Fc","Calculated data"
"RL","Land Use","93","Haiti","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1840","Fm","Manual Estimation"
"RL","Land Use","95","Honduras","5110","Area","6610","Agricultural land","2018","2018","1000 ha","3356","Fm","Manual Estimation"
"RL","Land Use","97","Hungary","5110","Area","6610","Agricultural land","2018","2018","1000 ha","5296","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","99","Iceland","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1872","Fm","Manual Estimation"
"RL","Land Use","100","India","5110","Area","6610","Agricultural land","2018","2018","1000 ha","179674","Fm","Manual Estimation"
"RL","Land Use","101","Indonesia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","62300","Fm","Manual Estimation"
"RL","Land Use","102","Iran (Islamic Republic of)","5110","Area","6610","Agricultural land","2018","2018","1000 ha","45954","Fm","Manual Estimation"
"RL","Land Use","103","Iraq","5110","Area","6610","Agricultural land","2018","2018","1000 ha","9250","Fm","Manual Estimation"
"RL","Land Use","104","Ireland","5110","Area","6610","Agricultural land","2018","2018","1000 ha","4516","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","264","Isle of Man","5110","Area","6610","Agricultural land","2018","2018","1000 ha","40.3","Fm","Manual Estimation"
"RL","Land Use","105","Israel","5110","Area","6610","Agricultural land","2018","2018","1000 ha","623.3","Fm","Manual Estimation"
"RL","Land Use","106","Italy","5110","Area","6610","Agricultural land","2018","2018","1000 ha","12405","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","109","Jamaica","5110","Area","6610","Agricultural land","2018","2018","1000 ha","444","Fm","Manual Estimation"
"RL","Land Use","110","Japan","5110","Area","6610","Agricultural land","2018","2018","1000 ha","4420","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","112","Jordan","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1021.8","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","108","Kazakhstan","5110","Area","6610","Agricultural land","2018","2018","1000 ha","216036.5","Fm","Manual Estimation"
"RL","Land Use","114","Kenya","5110","Area","6610","Agricultural land","2018","2018","1000 ha","27630","Fm","Manual Estimation"
"RL","Land Use","83","Kiribati","5110","Area","6610","Agricultural land","2018","2018","1000 ha","34","Fm","Manual Estimation"
"RL","Land Use","118","Kuwait","5110","Area","6610","Agricultural land","2018","2018","1000 ha","150","Fm","Manual Estimation"
"RL","Land Use","113","Kyrgyzstan","5110","Area","6610","Agricultural land","2018","2018","1000 ha","10541.3","Fm","Manual Estimation"
"RL","Land Use","120","Lao People's Democratic Republic","5110","Area","6610","Agricultural land","2018","2018","1000 ha","2394","Fm","Manual Estimation"
"RL","Land Use","119","Latvia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1938","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","121","Lebanon","5110","Area","6610","Agricultural land","2018","2018","1000 ha","658","Fm","Manual Estimation"
"RL","Land Use","122","Lesotho","5110","Area","6610","Agricultural land","2018","2018","1000 ha","2433.3","Fm","Manual Estimation"
"RL","Land Use","123","Liberia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1954.04","Fc","Calculated data"
"RL","Land Use","124","Libya","5110","Area","6610","Agricultural land","2018","2018","1000 ha","15350","Fm","Manual Estimation"
"RL","Land Use","125","Liechtenstein","5110","Area","6610","Agricultural land","2018","2018","1000 ha","5.16","Fm","Manual Estimation"
"RL","Land Use","126","Lithuania","5110","Area","6610","Agricultural land","2018","2018","1000 ha","2947","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","256","Luxembourg","5110","Area","6610","Agricultural land","2018","2018","1000 ha","131.559","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","129","Madagascar","5110","Area","6610","Agricultural land","2018","2018","1000 ha","40895","Fm","Manual Estimation"
"RL","Land Use","130","Malawi","5110","Area","6610","Agricultural land","2018","2018","1000 ha","5650","Fm","Manual Estimation"
"RL","Land Use","131","Malaysia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","8571","Fm","Manual Estimation"
"RL","Land Use","132","Maldives","5110","Area","6610","Agricultural land","2018","2018","1000 ha","7.9","Fm","Manual Estimation"
"RL","Land Use","133","Mali","5110","Area","6610","Agricultural land","2018","2018","1000 ha","41201","Fm","Manual Estimation"
"RL","Land Use","134","Malta","5110","Area","6610","Agricultural land","2018","2018","1000 ha","10.38","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","127","Marshall Islands","5110","Area","6610","Agricultural land","2018","2018","1000 ha","8.6","Fc","Calculated data"
"RL","Land Use","135","Martinique","5110","Area","6610","Agricultural land","2018","2018","1000 ha","31.33","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","136","Mauritania","5110","Area","6610","Agricultural land","2018","2018","1000 ha","39661","Fm","Manual Estimation"
"RL","Land Use","137","Mauritius","5110","Area","6610","Agricultural land","2018","2018","1000 ha","86","Fm","Manual Estimation"
"RL","Land Use","270","Mayotte","5110","Area","6610","Agricultural land","2018","2018","1000 ha","20","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","138","Mexico","5110","Area","6610","Agricultural land","2018","2018","1000 ha","106891","Fm","Manual Estimation"
"RL","Land Use","145","Micronesia (Federated States of)","5110","Area","6610","Agricultural land","2018","2018","1000 ha","22","Fm","Manual Estimation"
"RL","Land Use","141","Mongolia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","113433","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","273","Montenegro","5110","Area","6610","Agricultural land","2018","2018","1000 ha","256.8","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","142","Montserrat","5110","Area","6610","Agricultural land","2018","2018","1000 ha","3","Fm","Manual Estimation"
"RL","Land Use","143","Morocco","5110","Area","6610","Agricultural land","2018","2018","1000 ha","30069","Fm","Manual Estimation"
"RL","Land Use","144","Mozambique","5110","Area","6610","Agricultural land","2018","2018","1000 ha","41413.832","Fc","Calculated data"
"RL","Land Use","28","Myanmar","5110","Area","6610","Agricultural land","2018","2018","1000 ha","12889","Fm","Manual Estimation"
"RL","Land Use","147","Namibia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","38810","Fm","Manual Estimation"
"RL","Land Use","148","Nauru","5110","Area","6610","Agricultural land","2018","2018","1000 ha","0.4","Fm","Manual Estimation"
"RL","Land Use","149","Nepal","5110","Area","6610","Agricultural land","2018","2018","1000 ha","4121","Fm","Manual Estimation"
"RL","Land Use","150","Netherlands","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1822","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","153","New Caledonia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","184.03","Fm","Manual Estimation"
"RL","Land Use","156","New Zealand","5110","Area","6610","Agricultural land","2018","2018","1000 ha","10467","Fm","Manual Estimation"
"RL","Land Use","157","Nicaragua","5110","Area","6610","Agricultural land","2018","2018","1000 ha","5065","Fm","Manual Estimation"
"RL","Land Use","158","Niger","5110","Area","6610","Agricultural land","2018","2018","1000 ha","46600","Fm","Manual Estimation"
"RL","Land Use","159","Nigeria","5110","Area","6610","Agricultural land","2018","2018","1000 ha","69123.45","Fc","Calculated data"
"RL","Land Use","160","Niue","5110","Area","6610","Agricultural land","2018","2018","1000 ha","5","Fm","Manual Estimation"
"RL","Land Use","161","Norfolk Island","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","154","North Macedonia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1264","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","163","Northern Mariana Islands","5110","Area","6610","Agricultural land","2018","2018","1000 ha","3","Fm","Manual Estimation"
"RL","Land Use","162","Norway","5110","Area","6610","Agricultural land","2018","2018","1000 ha","986.297","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","221","Oman","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1458.89","Fc","Calculated data"
"RL","Land Use","165","Pakistan","5110","Area","6610","Agricultural land","2018","2018","1000 ha","36300","Fm","Manual Estimation"
"RL","Land Use","180","Palau","5110","Area","6610","Agricultural land","2018","2018","1000 ha","4.3","Fm","Manual Estimation"
"RL","Land Use","299","Palestine","5110","Area","6610","Agricultural land","2018","2018","1000 ha","463","Fm","Manual Estimation"
"RL","Land Use","166","Panama","5110","Area","6610","Agricultural land","2018","2018","1000 ha","2259","Fm","Manual Estimation"
"RL","Land Use","168","Papua New Guinea","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1190","Fm","Manual Estimation"
"RL","Land Use","169","Paraguay","5110","Area","6610","Agricultural land","2018","2018","1000 ha","21819","Fm","Manual Estimation"
"RL","Land Use","170","Peru","5110","Area","6610","Agricultural land","2018","2018","1000 ha","23608.7","Fm","Manual Estimation"
"RL","Land Use","171","Philippines","5110","Area","6610","Agricultural land","2018","2018","1000 ha","12440","Fm","Manual Estimation"
"RL","Land Use","173","Poland","5110","Area","6610","Agricultural land","2018","2018","1000 ha","14512","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","174","Portugal","5110","Area","6610","Agricultural land","2018","2018","1000 ha","3573.99","Fc","Calculated data"
"RL","Land Use","177","Puerto Rico","5110","Area","6610","Agricultural land","2018","2018","1000 ha","168.9","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","179","Qatar","5110","Area","6610","Agricultural land","2018","2018","1000 ha","67","Fm","Manual Estimation"
"RL","Land Use","117","Republic of Korea","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1652","Fm","Manual Estimation"
"RL","Land Use","146","Republic of Moldova","5110","Area","6610","Agricultural land","2018","2018","1000 ha","2257.1","Fc","Calculated data"
"RL","Land Use","182","Réunion","5110","Area","6610","Agricultural land","2018","2018","1000 ha","48.1","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","183","Romania","5110","Area","6610","Agricultural land","2018","2018","1000 ha","13414","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","185","Russian Federation","5110","Area","6610","Agricultural land","2018","2018","1000 ha","215494","Fm","Manual Estimation"
"RL","Land Use","184","Rwanda","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1811.7","Fm","Manual Estimation"
"RL","Land Use","187","Saint Helena, Ascension and Tristan da Cunha","5110","Area","6610","Agricultural land","2018","2018","1000 ha","12","Fm","Manual Estimation"
"RL","Land Use","188","Saint Kitts and Nevis","5110","Area","6610","Agricultural land","2018","2018","1000 ha","6","Fm","Manual Estimation"
"RL","Land Use","189","Saint Lucia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","10.6","Fm","Manual Estimation"
"RL","Land Use","190","Saint Pierre and Miquelon","5110","Area","6610","Agricultural land","2018","2018","1000 ha","2","Fm","Manual Estimation"
"RL","Land Use","191","Saint Vincent and the Grenadines","5110","Area","6610","Agricultural land","2018","2018","1000 ha","7","Fm","Manual Estimation"
"RL","Land Use","244","Samoa","5110","Area","6610","Agricultural land","2018","2018","1000 ha","75.7","Fm","Manual Estimation"
"RL","Land Use","192","San Marino","5110","Area","6610","Agricultural land","2018","2018","1000 ha","2.3","Fm","Manual Estimation"
"RL","Land Use","193","Sao Tome and Principe","5110","Area","6610","Agricultural land","2018","2018","1000 ha","44","Fm","Manual Estimation"
"RL","Land Use","194","Saudi Arabia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","173629","Fm","Manual Estimation"
"RL","Land Use","195","Senegal","5110","Area","6610","Agricultural land","2018","2018","1000 ha","8878","Fm","Manual Estimation"
"RL","Land Use","272","Serbia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","3464","Fc","Calculated data"
"RL","Land Use","196","Seychelles","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1.55","Fm","Manual Estimation"
"RL","Land Use","197","Sierra Leone","5110","Area","6610","Agricultural land","2018","2018","1000 ha","3949","Fm","Manual Estimation"
"RL","Land Use","200","Singapore","5110","Area","6610","Agricultural land","2018","2018","1000 ha","0.66","Fm","Manual Estimation"
"RL","Land Use","199","Slovakia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1889","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","198","Slovenia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","612","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","25","Solomon Islands","5110","Area","6610","Agricultural land","2018","2018","1000 ha","117","Fm","Manual Estimation"
"RL","Land Use","201","Somalia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","44125","Fm","Manual Estimation"
"RL","Land Use","202","South Africa","5110","Area","6610","Agricultural land","2018","2018","1000 ha","96341","Fm","Manual Estimation"
"RL","Land Use","277","South Sudan","5110","Area","6610","Agricultural land","2018","2018","1000 ha","28533.2","Fm","Manual Estimation"
"RL","Land Use","203","Spain","5110","Area","6610","Agricultural land","2018","2018","1000 ha","26183.3239","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","38","Sri Lanka","5110","Area","6610","Agricultural land","2018","2018","1000 ha","2811.6","Fm","Manual Estimation"
"RL","Land Use","276","Sudan","5110","Area","6610","Agricultural land","2018","2018","1000 ha","68186.16","Fm","Manual Estimation"
"RL","Land Use","207","Suriname","5110","Area","6610","Agricultural land","2018","2018","1000 ha","84","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","210","Sweden","5110","Area","6610","Agricultural land","2018","2018","1000 ha","3009","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","211","Switzerland","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1510.0756","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","212","Syrian Arab Republic","5110","Area","6610","Agricultural land","2018","2018","1000 ha","13921","Fm","Manual Estimation"
"RL","Land Use","208","Tajikistan","5110","Area","6610","Agricultural land","2018","2018","1000 ha","4727.7","Fm","Manual Estimation"
"RL","Land Use","216","Thailand","5110","Area","6610","Agricultural land","2018","2018","1000 ha","22110","Fm","Manual Estimation"
"RL","Land Use","176","Timor-Leste","5110","Area","6610","Agricultural land","2018","2018","1000 ha","380","Fm","Manual Estimation"
"RL","Land Use","217","Togo","5110","Area","6610","Agricultural land","2018","2018","1000 ha","3820","Fm","Manual Estimation"
"RL","Land Use","218","Tokelau","5110","Area","6610","Agricultural land","2018","2018","1000 ha","0.6","Fm","Manual Estimation"
"RL","Land Use","219","Tonga","5110","Area","6610","Agricultural land","2018","2018","1000 ha","35","Fm","Manual Estimation"
"RL","Land Use","220","Trinidad and Tobago","5110","Area","6610","Agricultural land","2018","2018","1000 ha","54","Fm","Manual Estimation"
"RL","Land Use","222","Tunisia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","9743","Fm","Manual Estimation"
"RL","Land Use","223","Turkey","5110","Area","6610","Agricultural land","2018","2018","1000 ha","37802","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","213","Turkmenistan","5110","Area","6610","Agricultural land","2018","2018","1000 ha","33838","Fm","Manual Estimation"
"RL","Land Use","224","Turks and Caicos Islands","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","227","Tuvalu","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1.8","Fm","Manual Estimation"
"RL","Land Use","226","Uganda","5110","Area","6610","Agricultural land","2018","2018","1000 ha","14415","Fm","Manual Estimation"
"RL","Land Use","230","Ukraine","5110","Area","6610","Agricultural land","2018","2018","1000 ha","41329","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","225","United Arab Emirates","5110","Area","6610","Agricultural land","2018","2018","1000 ha","381.75","Fm","Manual Estimation"
"RL","Land Use","229","United Kingdom of Great Britain and Northern Ireland","5110","Area","6610","Agricultural land","2018","2018","1000 ha","17350.8616","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","215","United Republic of Tanzania","5110","Area","6610","Agricultural land","2018","2018","1000 ha","39650","Fm","Manual Estimation"
